# BPmag  e_BPmag  RPmag  e_RPmag  Gmag  e_Gmag  GABS  e_GABS
1.933840000000000003e+01 3.644645854313528083e-02 1.541269999999999918e+01 2.288562876775852503e-03 1.682819999999999894e+01 9.340984565617632901e-04 1.365666925788631225e+01 6.969938348732824911e-03
1.575539999999999985e+01 2.749056842638308677e-03 1.279379999999999917e+01 1.275930147836509950e-03 1.410239999999999938e+01 1.564399233462530295e-03 1.039390987828461910e+01 3.529745088592418922e-02
1.422869999999999990e+01 4.917968926937536268e-03 1.168570000000000064e+01 1.961235549132947856e-03 1.284730000000000061e+01 9.184374365568111296e-04 9.461599616916302580e+00 2.525016104467815194e-03
5.962900000000000311e+00 1.412161019704753773e-03 5.515500000000000291e+00 1.065830290179447994e-03 5.804000000000000270e+00 4.432586907264895993e-04 2.501952761340200837e+00 4.198113875061335737e-03
1.440590000000000082e+01 2.702930120241977489e-03 1.183610000000000007e+01 9.857011865745488478e-04 1.300200000000000067e+01 5.466721044867049869e-04 9.796906128126749991e+00 1.819895022103748495e-03
1.682929999999999993e+01 4.882583082250303158e-03 1.376890000000000036e+01 1.180280465267963827e-03 1.504359999999999964e+01 6.426892865387688397e-04 1.138520250609268913e+01 4.349945086312125876e-03
1.162899999999999956e+01 9.819658490702553016e-04 9.969200000000000728e+00 6.219012051505292760e-04 1.083619999999999983e+01 3.421711959005259451e-04 7.467674439092446548e+00 2.395989213712675873e-03
1.034319999999999951e+01 8.604214380245192107e-04 9.074500000000000455e+00 6.071352681317451804e-04 9.780699999999999505e+00 2.895105939321539852e-04 6.386827427085879805e+00 2.011870368316814785e-03
1.622350000000000136e+01 6.837153652392946590e-02 1.336299999999999955e+01 1.952418629742851824e-02 1.479190000000000005e+01 2.544265829310587198e-03 1.138826331560945526e+01 8.441110713502586807e-03
1.642089999999999961e+01 4.621350131948582032e-03 1.341639999999999944e+01 1.152737079033422417e-03 1.467839999999999989e+01 6.546083768939051821e-04 1.126715014421116834e+01 3.359473912148037197e-03
1.381209999999999916e+01 1.745169897450734578e-03 1.144359999999999999e+01 8.389340050533537329e-04 1.255840000000000067e+01 5.079556672140427345e-04 9.352165698807604954e+00 2.148445074510701991e-03
1.810269999999999868e+01 1.423174728011534704e-02 1.442609999999999992e+01 1.853937572570179583e-03 1.581020000000000003e+01 1.028747394352851801e-03 1.246277616085164119e+01 7.235661803299555349e-03
1.882819999999999894e+01 2.671604330708661143e-02 1.508779999999999966e+01 2.181865680639845546e-03 1.647459999999999880e+01 7.364244339840200076e-04 1.334650849025440955e+01 6.809284453930693030e-03
1.680709999999999837e+01 5.900119552222584177e-03 1.363920000000000066e+01 1.651943704830734043e-03 1.493440000000000012e+01 8.652555745047098594e-04 1.186939036355027710e+01 3.578333489525577140e-03
9.330999999999999517e+00 8.828015741373140867e-04 8.362099999999999866e+00 6.846336711079722840e-04 8.929999999999999716e+00 2.944044339356602000e-04 5.399684069436467837e+00 2.069358291313219082e-03
1.845210000000000150e+01 1.800265295970817150e-02 1.493019999999999925e+01 2.706636087151617631e-03 1.629230000000000089e+01 8.911999606005138090e-04 1.289220008582478094e+01 6.231734530878977989e-03
1.600069999999999837e+01 5.418405030442159480e-03 1.294120000000000026e+01 2.494749661083155330e-03 1.444239999999999924e+01 1.385614742591694372e-03 1.113577788876601105e+01 3.203209606612299198e-02
1.359420000000000073e+01 4.081729323308270208e-01 1.136270000000000024e+01 1.865532646048109755e-01 1.265409999999999968e+01 5.863128506704251260e-04 9.356717153949572818e+00 4.530933516824011548e-03
1.360580000000000034e+01 3.202772861356931872e-02 1.116569999999999929e+01 2.923371028540656599e-02 1.255419999999999980e+01 1.163583753081127341e-03 9.240797329284639261e+00 4.930043077573307425e-03
1.454659999999999975e+01 2.029762016040081649e-03 1.192459999999999987e+01 1.076204825248299910e-03 1.310410000000000075e+01 4.338500021977406891e-04 9.964238963287025186e+00 1.796653411568660931e-03
9.660899999999999821e+00 2.149895053661241007e-03 8.577199999999999491e+00 1.465374596790519970e-03 9.199299999999999145e+00 5.908628336643900660e-04 5.820815187434172699e+00 1.871899647210684354e-03
1.643949999999999889e+01 3.102468853583266722e-03 1.337330000000000041e+01 1.386658833446148716e-03 1.464939999999999998e+01 5.116443455887204105e-04 1.142445340045573232e+01 2.847105745744816108e-03
8.769600000000000506e+00 9.397335918363814398e-04 7.868599999999999817e+00 6.121569887744342763e-04 8.404500000000000526e+00 3.214283599675533910e-04 5.087699093208446044e+00 2.038037107438203654e-03
1.088909999999999911e+01 6.981756917517088551e-04 9.400199999999999889e+00 3.982554727390105092e-04 1.020059999999999967e+01 3.559709909248281903e-04 6.996930823033741476e+00 2.064714477123801017e-03
2.020690000000000097e+01 7.267336010709504746e-02 1.616619999999999990e+01 5.015428677014042644e-03 1.764379999999999882e+01 1.247546822934620173e-03 1.402633879414927875e+01 1.512043726466149283e-02
1.148000000000000043e+01 1.261681482772645385e-03 9.806599999999999540e+00 8.596175923360119655e-04 1.067890000000000050e+01 3.786694567965820488e-04 7.507369257886313818e+00 1.529504897761275583e-03
1.445550000000000068e+01 1.547564069671313177e-03 1.183109999999999928e+01 9.451326201067228100e-04 1.300890000000000057e+01 3.754586291440881814e-04 9.858410100120096331e+00 1.958837496060744730e-03
1.695909999999999940e+01 7.893420574336604267e-03 1.382300000000000040e+01 1.749528674326044416e-03 1.510880000000000045e+01 6.764988099243584695e-04 1.192939650195381063e+01 3.481265594964537153e-03
1.988680000000000092e+01 4.753677758318738955e-02 1.588530000000000086e+01 4.563466711499663403e-03 1.731640000000000157e+01 1.481915213059263473e-03 1.393369183424734103e+01 1.304317860391083876e-02
1.464930000000000021e+01 2.777396909853678195e-03 1.186120000000000019e+01 9.634408220490886087e-04 1.307489999999999952e+01 8.691830444702396000e-04 9.833881534485117371e+00 3.355321404793625787e-03
1.632029999999999959e+01 6.700444334732164574e-03 1.309490000000000087e+01 2.364158954817637166e-03 1.442379999999999995e+01 2.126900172386772970e-03 1.100606313498327893e+01 1.758845235482191932e-02
1.685620000000000118e+01 1.073077683336627619e-02 1.377619999999999933e+01 1.263310993204877410e-03 1.507070000000000043e+01 5.608827495001988440e-04 1.165463905801047950e+01 3.705270793517856549e-03
7.498599999999999710e+00 2.763463657859304215e-04 6.814600000000000435e+00 3.835669671876324534e-04 7.239099999999999646e+00 1.692926829648594487e-04 3.852470158757120622e+00 5.355435482886840293e-03
9.018299999999999983e+00 8.637412292564955246e-04 8.109199999999999520e+00 5.857845781988475255e-04 8.648899999999999366e+00 3.241750367247494950e-04 5.150464089671848100e+00 1.952035332572765519e-03
7.259100000000000108e+00 6.914748627545885557e-04 6.587799999999999656e+00 7.481670341786107823e-04 7.006599999999999717e+00 2.445679841060318586e-04 3.834133520386045824e+00 1.951841037152227641e-03
5.787499999999999645e+00 8.879057253375422301e-04 5.413800000000000168e+00 1.612924311074797603e-03 5.657300000000000217e+00 4.508774698304859581e-04 2.179644924270848882e+00 5.994212496676090511e-03
5.334999999999999964e+00 8.479428946299708740e-04 4.980199999999999960e+00 1.174966993485271425e-03 5.224700000000000344e+00 8.816975524191582401e-04 1.938589336936237473e+00 1.273512153198942849e-02
1.124099999999999966e+01 1.434228950357982479e-03 9.665900000000000603e+00 6.477273405200955876e-04 1.050009999999999977e+01 3.236879449539095742e-04 7.209447951746607686e+00 1.661525814659376918e-03
1.543810000000000038e+01 4.762017543859648622e-03 1.258980000000000032e+01 1.737267388834663924e-03 1.381959999999999944e+01 7.465722340644983948e-04 1.064863050689680612e+01 2.080253583182596622e-03
4.252399999999999736e+00 2.273420159973198271e-03 4.031600000000000072e+00 3.811887792718463702e-03 4.167200000000000237e+00 1.031778010073173104e-03 7.691778511823459397e-01 1.634149256590984589e-02
4.353399999999999714e+00 1.300770345876912319e-03 3.952999999999999847e+00 3.136707690529843238e-03 4.228600000000000136e+00 1.451562876012727410e-03 9.157964663461566346e-01 1.676360241744541749e-02
1.429240000000000066e+01 2.821276374597235341e-03 1.181140000000000079e+01 1.363857903728268438e-03 1.295410000000000039e+01 5.952260865751501755e-04 9.539609061990026007e+00 2.175590447576085818e-03
1.846780000000000044e+01 1.589197892271662985e-02 1.476069999999999993e+01 1.929312673253251627e-03 1.614410000000000167e+01 8.341451422074030835e-04 1.310353695822757736e+01 5.599931304892515581e-03
1.319170000000000087e+01 2.129528292635088360e-03 1.078459999999999930e+01 1.099416744299080463e-03 1.191109999999999935e+01 5.132988530743847096e-04 8.371604692402096148e+00 6.301619077930686701e-03
1.305480000000000018e+01 8.128499985026800979e-04 1.102369999999999983e+01 5.931644103539077291e-04 1.203020000000000067e+01 2.748632316568398975e-04 8.401220241734767669e+00 1.949339648979625484e-03
1.525189999999999912e+01 2.704748144088485375e-03 1.253889999999999993e+01 9.564895650718417859e-04 1.373869999999999969e+01 5.164190179030079099e-04 1.007643586055386642e+01 2.523233095990362520e-03
7.661900000000000155e+00 1.155017978340886322e-03 6.931000000000000050e+00 1.005994792776598997e-03 7.380700000000000038e+00 3.505044146369021415e-04 4.192546812505242748e+00 2.129435491713281472e-03
1.158750000000000036e+01 1.629873151692561722e-03 9.852100000000000080e+00 9.935213484379861772e-04 1.074900000000000055e+01 4.517253717433451885e-04 7.572411478248358918e+00 1.469299932823755605e-03
1.954619999999999891e+01 5.126251180358828985e-02 1.566929999999999978e+01 9.388965755793841558e-03 1.708549999999999969e+01 3.340121823663323459e-03 1.359498858597603999e+01 1.185762858726579355e-02
1.757639999999999958e+01 1.072229903219435072e-02 1.437369999999999948e+01 1.209697725981304182e-03 1.567249999999999943e+01 6.290206711160548645e-04 1.211173250124758738e+01 5.275492097649734334e-03
1.972939999999999827e+01 6.089399887829501090e-02 1.579550000000000054e+01 4.799487224825390794e-03 1.721219999999999928e+01 1.557822543617997995e-03 1.375704854089124751e+01 1.186463551935109176e-02
6.113100000000000200e+00 8.920493291595801367e-04 5.576299999999999812e+00 4.133632833320641589e-03 5.919699999999999740e+00 5.838096518349240567e-04 2.723424206052016849e+00 1.169140665301331670e-02
1.249029999999999951e+01 9.866596390469093304e-04 1.052539999999999942e+01 5.774659872990882837e-04 1.150999999999999979e+01 3.533631236188361805e-04 8.183876658389776182e+00 2.210348384924815980e-03
1.585849999999999937e+01 4.734813135057345558e-03 1.296180000000000021e+01 2.041824165491302329e-03 1.420139999999999958e+01 8.748982667064197916e-04 1.066223715392146509e+01 2.790229246227581700e-03
1.785219999999999985e+01 1.070960741763661399e-02 1.448269999999999946e+01 2.314665188564606242e-03 1.581729999999999947e+01 6.802924830356079158e-04 1.241958934458324393e+01 5.195424650333495091e-03
9.807199999999999918e+00 3.659879997303309811e-03 8.512100000000000222e+00 2.538555061959317082e-03 9.234299999999999287e+00 1.125469057738156739e-03 5.770924268226831799e+00 3.730859800928955534e-03
1.427510000000000012e+01 2.129820706971634597e-03 1.174610000000000021e+01 8.470432204712123733e-04 1.290399999999999991e+01 4.617694342607792492e-04 9.464463451968580188e+00 2.234938070955940024e-03
1.931790000000000163e+01 4.036208178438661920e-02 1.539250000000000007e+01 2.356871513230728715e-03 1.681670000000000087e+01 1.042056971744471537e-03 1.371331825376657854e+01 7.432537335541336380e-03
1.501849999999999952e+01 3.377107309486780673e-03 1.229289999999999949e+01 1.402547408670490325e-03 1.349450000000000038e+01 7.185096949242274168e-04 9.977716278214398216e+00 2.085401852279871425e-03
1.644750000000000156e+01 5.844538946008504855e-03 1.340000000000000036e+01 2.906545308526301257e-03 1.466769999999999996e+01 1.387385315239336465e-03 1.141272700471533597e+01 3.385924395522610115e-03
1.083019999999999960e+01 5.773063221141063947e-03 9.242000000000000881e+00 3.473367670111008124e-03 1.008970000000000056e+01 1.497489793666556372e-03 6.852349073983631911e+00 3.756891488076027994e-03
1.452960000000000029e+01 2.616556211591757920e-03 1.195350000000000001e+01 1.729876999553884307e-03 1.312030000000000030e+01 6.806848602255700063e-04 9.963128926801660512e+00 1.805187646901199906e-03
1.703369999999999962e+01 5.225682244789911154e-03 1.394410000000000061e+01 1.545295398585274727e-03 1.522320000000000029e+01 7.133358737500492550e-04 1.172509032435351273e+01 3.717204158433658982e-03
1.371499999999999986e+01 2.567003972006809236e-03 1.132520000000000060e+01 1.103248554560881190e-03 1.244769999999999932e+01 5.423439263914002582e-04 9.266605762904324806e+00 1.877612682820890399e-03
9.688000000000000611e+00 5.365918750617771835e-03 8.457900000000000418e+00 3.296114146933819006e-03 9.168400000000000105e+00 1.504899718630019071e-03 5.510236627107419238e+00 2.694067967184294969e-03
8.217900000000000205e+00 1.272595145164504178e-03 7.405100000000000016e+00 7.470962237146317169e-04 7.896899999999999586e+00 3.468961969666471690e-04 4.608421103591056500e+00 2.384037980669451769e-03
7.288100000000000023e+00 4.031202893062145400e-04 6.685599999999999987e+00 5.059083369056716637e-04 7.066300000000000026e+00 2.091452655586632933e-04 3.386491129965602198e+00 2.688350282850261817e-03
1.637549999999999883e+01 4.319118466067308273e-03 1.331949999999999967e+01 1.488640570370877974e-03 1.459099999999999930e+01 6.586509587910920841e-04 1.122124483973370346e+01 2.907539499659634197e-03
1.534280000000000044e+01 6.085645423462809726e-03 1.238780000000000037e+01 1.898611548281047652e-03 1.364119999999999955e+01 8.284739761775769583e-04 1.017707506020172481e+01 6.899931241180289054e-03
1.505760000000000076e+01 2.423364506841059907e-03 1.236529999999999951e+01 1.020585802376297200e-03 1.355930000000000035e+01 6.494825626607643888e-04 1.010627962934878177e+01 2.504348757469500308e-03
1.761489999999999867e+01 7.063101743429611723e-03 1.441489999999999938e+01 1.331134677864279992e-03 1.571250000000000036e+01 8.249677076210014176e-04 1.219801825074628354e+01 4.970636328323591036e-03
2.112679999999999936e+01 1.762564935064935001e-01 1.674540000000000006e+01 9.122332381112418023e-03 1.828330000000000055e+01 2.725935224704996006e-03 1.484915474032499105e+01 2.368597761305627283e-02
1.315419999999999945e+01 1.445417753874008197e-03 1.101149999999999984e+01 8.400894452998660181e-04 1.205579999999999963e+01 3.953867779550039228e-04 8.657985518414323067e+00 1.798698848457737061e-03
1.632620000000000005e+01 6.476616559293724325e-03 1.333719999999999928e+01 1.446939509841811298e-03 1.459210000000000029e+01 9.742384135672303670e-04 1.112325982437478622e+01 3.420194163022099824e-03
1.781830000000000069e+01 8.334535963767557634e-03 1.421739999999999959e+01 1.471790700826894295e-03 1.558960000000000079e+01 7.174888485048735260e-04 1.219562378427224303e+01 4.681003148127999870e-03
2.126099999999999923e+01 1.408223086900129706e-01 1.838390000000000057e+01 2.292525337837837685e-02 1.996930000000000049e+01 3.556188791719891093e-03 1.674176300294718089e+01 4.339301789058897657e-02
1.525339999999999918e+01 4.374456083803384028e-03 1.255209999999999937e+01 1.611440105674043092e-03 1.374680000000000035e+01 7.752516958229203545e-04 1.024008308695572822e+01 2.496735342367812412e-03
1.832169999999999987e+01 1.443419303376761338e-02 1.455259999999999998e+01 1.749697838944128288e-03 1.594139999999999979e+01 1.131934236178442060e-03 1.271376700292906214e+01 6.475206756993165912e-03
1.537279999999999980e+01 2.077653182287878854e-03 1.228309999999999924e+01 6.900860589573773029e-04 1.357150000000000034e+01 7.977926858839175543e-04 1.033983116491451248e+01 4.874762218092945978e-03
1.716120000000000090e+01 6.337127181462673571e-03 1.390300000000000047e+01 1.063408423114593554e-03 1.521209999999999951e+01 6.082508879452330330e-04 1.214878213096668524e+01 3.397938106060004182e-03
