# BPmag  e_BPmag  RPmag  e_RPmag  Gmag  e_Gmag  GABS  e_GABS
1.493904304504394531e+01 1.766975307213326015e-03 1.313476657867431641e+01 8.229291559120996587e-04 1.407653808593750000e+01 3.433854950067237954e-04 7.731078033871291666e+00 3.433854950067237954e-04
1.918354988098144531e+01 4.583246502765251501e-02 1.598172569274902344e+01 4.363980835420617176e-03 1.728960418701171875e+01 1.534066812518061458e-03 1.091541916088884712e+01 1.534066812518061458e-03
1.515548515319824219e+01 2.648976631022624279e-03 1.329202175140380859e+01 1.283592496083291483e-03 1.423812007904052734e+01 4.645426728409434141e-04 7.936828838978435385e+00 4.645426728409434141e-04
1.754792404174804688e+01 1.313567955280943098e-02 1.490724754333496094e+01 3.422290695022413894e-03 1.608917236328125000e+01 8.470202794265954465e-04 9.780484987208224013e+00 8.470202794265954465e-04
1.670195579528808594e+01 6.723589640908344059e-03 1.436536121368408203e+01 1.803920240701660949e-03 1.546632099151611328e+01 7.769994694721076792e-04 9.165321029624752924e+00 7.769994694721076792e-04
1.790578842163085938e+01 1.131499014202841553e-02 1.805388069152832031e+01 2.686774950917450444e-02 1.793007659912109375e+01 1.570409709425770123e-03 1.148110677844640293e+01 1.570409709425770123e-03
1.997655487060546875e+01 8.444627174323986185e-02 1.694878768920898438e+01 7.916308332037219272e-03 1.825487709045410156e+01 1.968289653225010344e-03 1.187638568322663346e+01 1.968289653225010344e-03
1.580568695068359375e+01 2.672247102836533984e-03 1.378085613250732422e+01 8.868418012584556101e-04 1.478049182891845703e+01 4.376686558559508724e-04 8.451132786517749906e+00 4.376686558559508724e-04
1.940264129638671875e+01 4.413675724422911478e-02 1.630609703063964844e+01 6.588309774662484859e-03 1.757907676696777344e+01 1.739160766812982047e-03 1.119043191317225450e+01 1.739160766812982047e-03
1.867463684082031250e+01 1.294143604993238696e-02 1.563965511322021484e+01 3.717710679944211550e-03 1.690939903259277344e+01 1.175371705575560359e-03 1.062104583385679035e+01 1.175371705575560359e-03
1.279595279693603516e+01 1.249341954181010629e-03 1.167308712005615234e+01 7.793502334839655030e-04 1.231507492065429688e+01 3.258150036382455447e-04 5.925112742922344466e+00 3.258150036382455447e-04
1.717057037353515625e+01 8.841010556957127828e-03 1.444631671905517578e+01 2.885326601842601053e-03 1.564866065979003906e+01 9.963846569627703240e-04 9.322259362526970961e+00 9.963846569627703240e-04
1.585982036590576172e+01 2.910951133860690057e-03 1.379577159881591797e+01 1.854826748814402803e-03 1.481378173828125000e+01 5.808244152579035511e-04 8.433317241919905172e+00 5.808244152579035511e-04
1.596205234527587891e+01 2.935718426725178118e-03 1.388781261444091797e+01 1.324008226242356012e-03 1.490786552429199219e+01 4.130667107054081179e-04 8.576605889658090121e+00 4.130667107054081179e-04
1.494986629486083984e+01 2.816967104913106496e-03 1.317101192474365234e+01 2.018592100435962107e-03 1.408915138244628906e+01 4.102493769956939485e-04 7.788934647851208481e+00 4.102493769956939485e-04
1.965741348266601562e+01 4.599498398774028163e-02 1.650015449523925781e+01 1.054055605740409837e-02 1.779924774169921875e+01 1.710448059871956398e-03 1.147458762297905643e+01 1.710448059871956398e-03
7.505546092987060547e+00 7.876498967792576987e-04 7.341169357299804688e+00 4.832814345202434184e-04 7.458281517028808594e+00 4.210867073740695164e-04 1.155446559555699082e+00 4.210867073740695164e-04
1.726686286926269531e+01 9.516550986932624523e-03 1.475654506683349609e+01 2.932780044103568736e-03 1.591321182250976562e+01 7.042385978858705211e-04 9.627430678537198361e+00 7.042385978858705211e-04
1.771057510375976562e+01 1.960747377170076258e-02 1.507015514373779297e+01 3.366437514749294306e-03 1.626176071166992188e+01 1.034778064531591095e-03 9.882310923845539108e+00 1.034778064531591095e-03
1.816725730895996094e+01 1.333197992719363859e-02 1.542575931549072266e+01 3.484456931989899243e-03 1.663334465026855469e+01 9.945775910518250655e-04 1.025669765535858602e+01 9.945775910518250655e-04
1.740921783447265625e+01 7.755262047104173606e-03 1.485989284515380859e+01 1.947701635613685632e-03 1.602325630187988281e+01 6.977441083595393653e-04 9.678180634462998810e+00 6.977441083595393653e-04
